Game,Relation,Figure,Species,Console,Year,Sales
new super mario bros. 2,ENEMY_IN,hammer bro,,3DS,2012,9.9
mario party ds,ENEMY_IN,hammer bro,,DS,2007,8.91
mario party 9,ENEMY_IN,hammer bro,,Wii,2012,3.13
mario party: island tour,ENEMY_IN,hammer bro,,3DS,2013,1.92
mario party 10,ENEMY_IN,hammer bro,,WiiU,2015,1.58
super mario odyssey,ENEMY_IN,hammer bro,,Switch,2017,
mario party: star rush,ENEMY_IN,hammer bro,,3DS,2016,0.3
super mario bros. wonder,ENEMY_IN,hammer bro,,Switch,2023,
mario party: the top 100,ENEMY_IN,hammer bro,,3DS,2017,
super mario party,ENEMY_IN,hammer bro,,Switch,2018,
mario party superstars,ENEMY_IN,hammer bro,,Switch,2021,
super mario party jamboree,ENEMY_IN,hammer bro,,Switch,2024,
mario & luigi: paper jam,ENEMY_IN,horned ant trooper,,3DS,2015,0.76
super mario maker 2,ENEMY_IN,horned ant trooper,,Switch,2019,
mario & luigi: bowser's inside story + bowser jr.'s journey,ENEMY_IN,horned ant trooper,,3DS,2018,
super mario world,ENEMY_IN,hothead,,SNES,1990,26.07
super mario world,ENEMY_IN,hothead,,Arcade,1993,26.07
super mario advance 4: super mario bros. 3,ENEMY_IN,hothead,,GBA,2003,
super mario bros. wonder,ENEMY_IN,hothead,,Switch,2023,
new super mario bros. wii,ENEMY_IN,huckit crab,,Wii,2009,28.32
mario party 9,ENEMY_IN,huckit crab,,Wii,2012,3.13
mario party: island tour,ENEMY_IN,huckit crab,,3DS,2013,1.92
mario party 10,ENEMY_IN,huckit crab,,WiiU,2015,1.58
mario party: star rush,ENEMY_IN,huckit crab,,3DS,2016,0.3
super mario party,ENEMY_IN,huckit crab,,Switch,2018,
mario party superstars,ENEMY_IN,huckit crab,,Switch,2021,
super mario party jamboree,ENEMY_IN,huckit crab,,Switch,2024,
new super mario bros. wii,ENEMY_IN,ice bro,,Wii,2009,28.32
mario kart tour,ENEMY_IN,ice bro,,Mobile,2019,
mario & luigi: superstar saga + bowser's minions,ENEMY_IN,ice bro,,3DS,2017,
paper mario: sticker star,ENEMY_IN,ice bro,,3DS,2012,2.3
mario kart 8 deluxe,ENEMY_IN,ice bro,,Switch,2017,
mario & luigi: bowser's inside story + bowser jr.'s journey,ENEMY_IN,ice bro,,3DS,2018,
paper mario: color splash,ENEMY_IN,ice bro,,WiiU,2016,0.42
mario kart world,ENEMY_IN,ice bro,,Switch 2,2025,
mario & luigi: brothership,ENEMY_IN,ice bro,,Switch,2024,
paper mario: the origami king,ENEMY_IN,ice bro,,Switch,2020,
new super mario bros. wii,ENEMY_IN,jellybeam,,Wii,2009,28.32
mario kart tour,ENEMY_IN,jellybeam,,Mobile,2019,
mario kart world,ENEMY_IN,jellybeam,,Switch 2,2025,
super mario world,ENEMY_IN,jumping piranha plant,,SNES,1990,26.07
super mario world,ENEMY_IN,jumping piranha plant,,Arcade,1993,26.07
super mario advance 4: super mario bros. 3,ENEMY_IN,jumping piranha plant,,GBA,2003,
new super mario bros. wii,ENEMY_IN,king bill,,Wii,2009,28.32
mario party 3,ENEMY_IN,klepto,,N64,2000,1.91
super mario odyssey,ENEMY_IN,klepto,,Switch,2017,
mario party 4,ENEMY_IN,klepto,,GC,2002,2.47
mario party 5,ENEMY_IN,klepto,,GC,2003,2.08
mario party 6,ENEMY_IN,klepto,,GC,2004,1.65
mario party advance,ENEMY_IN,klepto,,GBA,2005,0.98
mario party 7,ENEMY_IN,klepto,,GC,2005,1.57
mario party 8,ENEMY_IN,klepto,,Wii,2007,8.27
paper mario,ENEMY_IN,koopatrol,,N64,2000,1.38
paper mario: the thousand-year door,ENEMY_IN,koopatrol,,GC,2004,2.25
paper mario: the thousand-year door,ENEMY_IN,koopatrol,,Switch,2024,2.25
super paper mario,ENEMY_IN,koopatrol,,Wii,2007,3.71
super mario bros.,ENEMY_IN,koopa paratroopa,,NES,1985,45.31
super mario bros.,ENEMY_IN,koopa paratroopa,,Game & Watch,1986,45.31
super mario bros.,ENEMY_IN,koopa paratroopa,,Game & Watch,1989,45.31
super mario bros.,ENEMY_IN,koopa paratroopa,,Arcade,1992,45.31
mario kart: super circuit,ENEMY_IN,koopa paratroopa,,GBA,2001,5.47
mario party 4,ENEMY_IN,koopa paratroopa,,GC,2002,2.47
paper mario,ENEMY_IN,koopa paratroopa,,N64,2000,1.38
mario tennis,ENEMY_IN,koopa paratroopa,,GBC,2000,3.59
mario tennis,ENEMY_IN,koopa paratroopa,,N64,2000,3.59
mario superstar baseball,ENEMY_IN,koopa paratroopa,,GC,2005,1.46
super mario bros.: the lost levels,ENEMY_IN,koopa paratroopa,,famicom disk system,1986,2.65
mario kart: double dash!!,ENEMY_IN,koopa paratroopa,,GC,2003,13.9
mario party 5,ENEMY_IN,koopa paratroopa,,GC,2003,2.08
mario & luigi: partners in time,ENEMY_IN,koopa paratroopa,,DS,2005,1.29
paper mario: the thousand-year door,ENEMY_IN,koopa paratroopa,,GC,2004,2.25
paper mario: the thousand-year door,ENEMY_IN,koopa paratroopa,,Switch,2024,2.25
mario power tennis,ENEMY_IN,koopa paratroopa,,GC,2004,1.22
mario super sluggers,ENEMY_IN,koopa paratroopa,,Wii,2008,1.89
mario kart 7,ENEMY_IN,koopa paratroopa,,3DS,2011,12.66
mario party 6,ENEMY_IN,koopa paratroopa,,GC,2004,1.65
super paper mario,ENEMY_IN,koopa paratroopa,,Wii,2007,3.71
mario tennis aces,ENEMY_IN,koopa paratroopa,,Switch,2018,
mario party advance,ENEMY_IN,koopa paratroopa,,GBA,2005,0.98
mario & luigi: dream team,ENEMY_IN,koopa paratroopa,,3DS,2013,2.08
paper mario: sticker star,ENEMY_IN,koopa paratroopa,,3DS,2012,2.3
new super mario bros.,ENEMY_IN,koopa paratroopa,,DS,2006,29.8
mario party 8,ENEMY_IN,koopa paratroopa,,Wii,2007,8.27
mario & luigi: paper jam,ENEMY_IN,koopa paratroopa,,3DS,2015,0.76
paper mario: color splash,ENEMY_IN,koopa paratroopa,,WiiU,2016,0.42
new super mario bros. wii,ENEMY_IN,koopa paratroopa,,Wii,2009,28.32
mario party: island tour,ENEMY_IN,koopa paratroopa,,3DS,2013,1.92
mario & luigi: brothership,ENEMY_IN,koopa paratroopa,,Switch,2024,
paper mario: the origami king,ENEMY_IN,koopa paratroopa,,Switch,2020,
new super mario bros. 2,ENEMY_IN,koopa paratroopa,,3DS,2012,9.9
mario party: the top 100,ENEMY_IN,koopa paratroopa,,3DS,2017,
super mario party,ENEMY_IN,koopa paratroopa,,Switch,2018,
super mario party jamboree,ENEMY_IN,koopa paratroopa,,Switch,2024,
super mario run,ENEMY_IN,koopa paratroopa,,Mobile,2016,
super mario run,ENEMY_IN,koopa paratroopa,,Mobile,2017,
mario party,ENEMY_IN,koopa troopa,,N64,1998,2.7
paper mario,ENEMY_IN,koopa troopa,,N64,2000,1.38
super mario bros. 2,ENEMY_IN,koopa troopa,,NES,1988,7.46
mario party 2,ENEMY_IN,koopa troopa,,N64,1999,2.5
mario & luigi: partners in time,ENEMY_IN,koopa troopa,,DS,2005,1.29
paper mario: the thousand-year door,ENEMY_IN,koopa troopa,,GC,2004,2.25
paper mario: the thousand-year door,ENEMY_IN,koopa troopa,,Switch,2024,2.25
super mario bros. 3,ENEMY_IN,koopa troopa,,NES,1988,22.48
super mario bros. 3,ENEMY_IN,koopa troopa,,Game & Watch,1990,22.48
mario party 3,ENEMY_IN,koopa troopa,,N64,2000,1.91
super paper mario,ENEMY_IN,koopa troopa,,Wii,2007,3.71
super mario land,ENEMY_IN,koopa troopa,,GB,1989,18.14
mario party 4,ENEMY_IN,koopa troopa,,GC,2002,2.47
mario & luigi: dream team,ENEMY_IN,koopa troopa,,3DS,2013,2.08
paper mario: sticker star,ENEMY_IN,koopa troopa,,3DS,2012,2.3
super mario world,ENEMY_IN,koopa troopa,,SNES,1990,26.07
super mario world,ENEMY_IN,koopa troopa,,Arcade,1993,26.07
mario party 5,ENEMY_IN,koopa troopa,,GC,2003,2.08
mario & luigi: paper jam,ENEMY_IN,koopa troopa,,3DS,2015,0.76
paper mario: color splash,ENEMY_IN,koopa troopa,,WiiU,2016,0.42
super mario land 2: 6 golden coins,ENEMY_IN,koopa troopa,,GB,1992,11.18
mario party 6,ENEMY_IN,koopa troopa,,GC,2004,1.65
mario & luigi: brothership,ENEMY_IN,koopa troopa,,Switch,2024,
paper mario: the origami king,ENEMY_IN,koopa troopa,,Switch,2020,
mario party advance,ENEMY_IN,koopa troopa,,GBA,2005,0.98
super mario sunshine,ENEMY_IN,koopa troopa,,GC,2002,6.31
mario party 7,ENEMY_IN,koopa troopa,,GC,2005,1.57
new super mario bros.,ENEMY_IN,koopa troopa,,DS,2006,29.8
mario party 8,ENEMY_IN,koopa troopa,,Wii,2007,8.27
super mario galaxy,ENEMY_IN,koopa troopa,,Wii,2007,11.35
mario party ds,ENEMY_IN,koopa troopa,,DS,2007,8.91
new super mario bros. wii,ENEMY_IN,koopa troopa,,Wii,2009,28.32
mario party 9,ENEMY_IN,koopa troopa,,Wii,2012,3.13
super mario galaxy 2,ENEMY_IN,koopa troopa,,Wii,2010,7.51
mario party: island tour,ENEMY_IN,koopa troopa,,3DS,2013,1.92
super mario 3d land,ENEMY_IN,koopa troopa,,3DS,2011,10.81
mario party 10,ENEMY_IN,koopa troopa,,WiiU,2015,1.58
new super mario bros. 2,ENEMY_IN,koopa troopa,,3DS,2012,9.9
mario party: star rush,ENEMY_IN,koopa troopa,,3DS,2016,0.3
new super mario bros. u,ENEMY_IN,koopa troopa,,WiiU,2012,5.22
mario party: the top 100,ENEMY_IN,koopa troopa,,3DS,2017,
super mario party,ENEMY_IN,koopa troopa,,Switch,2018,
mario party superstars,ENEMY_IN,koopa troopa,,Switch,2021,
super mario run,ENEMY_IN,koopa troopa,,Mobile,2016,
super mario run,ENEMY_IN,koopa troopa,,Mobile,2017,
super mario party jamboree,ENEMY_IN,koopa troopa,,Switch,2024,
super mario odyssey,ENEMY_IN,koopa troopa,,Switch,2017,
super mario bros. wonder,ENEMY_IN,koopa troopa,,Switch,2023,
super mario galaxy,ENEMY_IN,lava geyser,,Wii,2007,11.35
mario kart wii,ENEMY_IN,lava geyser,,Wii,2008,35.52
mario vs. donkey kong,ENEMY_IN,lava geyser,,GBA,2004,1.17
mario vs. donkey kong,ENEMY_IN,lava geyser,,Switch,2024,1.17
new super mario bros. wii,ENEMY_IN,lava geyser,,Wii,2009,28.32
mario kart 7,ENEMY_IN,lava geyser,,3DS,2011,12.66
mario vs. donkey kong 2: march of the minis,ENEMY_IN,lava geyser,,DS,2006,1.19
super mario galaxy 2,ENEMY_IN,lava geyser,,Wii,2010,7.51
super mario 3d land,ENEMY_IN,lava geyser,,3DS,2011,10.81
mario kart tour,ENEMY_IN,lava geyser,,Mobile,2019,
new super mario bros. u,ENEMY_IN,lava geyser,,WiiU,2012,5.22
mario kart world,ENEMY_IN,lava geyser,,Switch 2,2025,
super mario 3d world,ENEMY_IN,lava geyser,,WiiU,2013,4.32
super mario odyssey,ENEMY_IN,lava geyser,,Switch,2017,
super mario bros. wonder,ENEMY_IN,lava geyser,,Switch,2023,
super mario world,ENEMY_IN,li'l sparky,,SNES,1990,26.07
super mario world,ENEMY_IN,li'l sparky,,Arcade,1993,26.07
super mario advance 4: super mario bros. 3,ENEMY_IN,li'l sparky,,GBA,2003,
super mario bros. wonder,ENEMY_IN,li'l sparky,,Switch,2023,
super mario bros.,ENEMY_IN,lakitu,,NES,1985,45.31
super mario bros.,ENEMY_IN,lakitu,,Game & Watch,1986,45.31
super mario bros.,ENEMY_IN,lakitu,,Game & Watch,1989,45.31
super mario bros.,ENEMY_IN,lakitu,,Arcade,1992,45.31
mario kart 7,ENEMY_IN,lakitu,,3DS,2011,12.66
mario party,ENEMY_IN,lakitu,,N64,1998,2.7
paper mario,ENEMY_IN,lakitu,,N64,2000,1.38
mario & sonic at the olympic games,ENEMY_IN,lakitu,,Wii,2007,13.08
mario & sonic at the olympic games,ENEMY_IN,lakitu,,DS,2008,13.08
super mario bros.: the lost levels,ENEMY_IN,lakitu,,famicom disk system,1986,2.65
mario party 2,ENEMY_IN,lakitu,,N64,1999,2.5
mario & luigi: partners in time,ENEMY_IN,lakitu,,DS,2005,1.29
paper mario: the thousand-year door,ENEMY_IN,lakitu,,GC,2004,2.25
paper mario: the thousand-year door,ENEMY_IN,lakitu,,Switch,2024,2.25
mario & sonic at the olympic winter games,ENEMY_IN,lakitu,,Wii,2009,7.99
mario & sonic at the olympic winter games,ENEMY_IN,lakitu,,DS,2009,7.99
mario kart arcade gp dx,ENEMY_IN,lakitu,,Arcade,2013,
mario party 3,ENEMY_IN,lakitu,,N64,2000,1.91
super paper mario,ENEMY_IN,lakitu,,Wii,2007,3.71
mario & sonic at the london 2012 olympic games,ENEMY_IN,lakitu,,Wii,2011,4.9
mario & sonic at the london 2012 olympic games,ENEMY_IN,lakitu,,3DS,2012,4.9
mario kart tour,ENEMY_IN,lakitu,,Mobile,2019,
mario party 4,ENEMY_IN,lakitu,,GC,2002,2.47
mario & luigi: dream team,ENEMY_IN,lakitu,,3DS,2013,2.08
paper mario: sticker star,ENEMY_IN,lakitu,,3DS,2012,2.3
mario & sonic at the sochi 2014 olympic winter games,ENEMY_IN,lakitu,,WiiU,2013,0.78
mario kart world,ENEMY_IN,lakitu,,Switch 2,2025,
mario party-e,ENEMY_IN,lakitu,,GBA,2003,
mario & luigi: paper jam,ENEMY_IN,lakitu,,3DS,2015,0.76
paper mario: color splash,ENEMY_IN,lakitu,,WiiU,2016,0.42
mario & sonic at the rio 2016 olympic games,ENEMY_IN,lakitu,,WiiU,2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,ENEMY_IN,lakitu,,3DS,2016,0.8700000000000001
mario party 5,ENEMY_IN,lakitu,,GC,2003,2.08
mario & luigi: brothership,ENEMY_IN,lakitu,,Switch,2024,
mario & sonic at the olympic games tokyo 2020,ENEMY_IN,lakitu,,Switch,2019,
new super mario bros.,ENEMY_IN,lakitu,,DS,2006,29.8
mario party 6,ENEMY_IN,lakitu,,GC,2004,1.65
new super mario bros. wii,ENEMY_IN,lakitu,,Wii,2009,28.32
mario party advance,ENEMY_IN,lakitu,,GBA,2005,0.98
super mario galaxy 2,ENEMY_IN,lakitu,,Wii,2010,7.51
mario party 7,ENEMY_IN,lakitu,,GC,2005,1.57
new super mario bros. 2,ENEMY_IN,lakitu,,3DS,2012,9.9
mario party 8,ENEMY_IN,lakitu,,Wii,2007,8.27
mario party 9,ENEMY_IN,lakitu,,Wii,2012,3.13
mario party: island tour,ENEMY_IN,lakitu,,3DS,2013,1.92
super mario run,ENEMY_IN,lakitu,,Mobile,2016,
super mario run,ENEMY_IN,lakitu,,Mobile,2017,
mario party 10,ENEMY_IN,lakitu,,WiiU,2015,1.58
super mario odyssey,ENEMY_IN,lakitu,,Switch,2017,
mario party: star rush,ENEMY_IN,lakitu,,3DS,2016,0.3
super mario bros. wonder,ENEMY_IN,lakitu,,Switch,2023,
mario party: the top 100,ENEMY_IN,lakitu,,3DS,2017,
super mario party,ENEMY_IN,lakitu,,Switch,2018,
mario party superstars,ENEMY_IN,lakitu,,Switch,2021,
super mario party jamboree,ENEMY_IN,lakitu,,Switch,2024,
mario party advance,ENEMY_IN,little mouser,,GBA,2005,0.98
paper mario,ENEMY_IN,little mouser,,N64,2000,1.38
mario party 8,ENEMY_IN,little mouser,,Wii,2007,8.27
paper mario: the thousand-year door,ENEMY_IN,little mouser,,GC,2004,2.25
paper mario: the thousand-year door,ENEMY_IN,little mouser,,Switch,2024,2.25
super mario bros.,ENEMY_IN,lava bubble,,NES,1985,45.31
super mario bros.,ENEMY_IN,lava bubble,,Game & Watch,1986,45.31
super mario bros.,ENEMY_IN,lava bubble,,Game & Watch,1989,45.31
super mario bros.,ENEMY_IN,lava bubble,,Arcade,1992,45.31
mario party,ENEMY_IN,lava bubble,,N64,1998,2.7
mario vs. donkey kong,ENEMY_IN,lava bubble,,GBA,2004,1.17
mario vs. donkey kong,ENEMY_IN,lava bubble,,Switch,2024,1.17
paper mario,ENEMY_IN,lava bubble,,N64,2000,1.38
super mario bros. 3,ENEMY_IN,lava bubble,,NES,1988,22.48
super mario bros. 3,ENEMY_IN,lava bubble,,Game & Watch,1990,22.48
mario vs. donkey kong 2: march of the minis,ENEMY_IN,lava bubble,,DS,2006,1.19
mario & luigi: dream team,ENEMY_IN,lava bubble,,3DS,2013,2.08
paper mario: the thousand-year door,ENEMY_IN,lava bubble,,GC,2004,2.25
paper mario: the thousand-year door,ENEMY_IN,lava bubble,,Switch,2024,2.25
mario golf: super rush,ENEMY_IN,lava bubble,,Switch,2021,
super mario world,ENEMY_IN,lava bubble,,SNES,1990,26.07
super mario world,ENEMY_IN,lava bubble,,Arcade,1993,26.07
mario party 3,ENEMY_IN,lava bubble,,N64,2000,1.91
super paper mario,ENEMY_IN,lava bubble,,Wii,2007,3.71
mario party 4,ENEMY_IN,lava bubble,,GC,2002,2.47
paper mario: sticker star,ENEMY_IN,lava bubble,,3DS,2012,2.3
new super mario bros.,ENEMY_IN,lava bubble,,DS,2006,29.8
paper mario: color splash,ENEMY_IN,lava bubble,,WiiU,2016,0.42
super mario galaxy,ENEMY_IN,lava bubble,,Wii,2007,11.35
mario party 6,ENEMY_IN,lava bubble,,GC,2004,1.65
paper mario: the origami king,ENEMY_IN,lava bubble,,Switch,2020,
new super mario bros. wii,ENEMY_IN,lava bubble,,Wii,2009,28.32
mario party advance,ENEMY_IN,lava bubble,,GBA,2005,0.98
super mario galaxy 2,ENEMY_IN,lava bubble,,Wii,2010,7.51
mario party 8,ENEMY_IN,lava bubble,,Wii,2007,8.27
super mario 3d land,ENEMY_IN,lava bubble,,3DS,2011,10.81
mario party 9,ENEMY_IN,lava bubble,,Wii,2012,3.13
new super mario bros. 2,ENEMY_IN,lava bubble,,3DS,2012,9.9
mario party: island tour,ENEMY_IN,lava bubble,,3DS,2013,1.92
mario party 10,ENEMY_IN,lava bubble,,WiiU,2015,1.58
mario party: star rush,ENEMY_IN,lava bubble,,3DS,2016,0.3
super mario party jamboree,ENEMY_IN,lava bubble,,Switch,2024,
super mario run,ENEMY_IN,lava bubble,,Mobile,2016,
super mario run,ENEMY_IN,lava bubble,,Mobile,2017,
super mario odyssey,ENEMY_IN,lava bubble,,Switch,2017,
super mario maker 2,ENEMY_IN,lava bubble,,Switch,2019,
super mario bros. wonder,ENEMY_IN,lava bubble,,Switch,2023,
super mario galaxy 2,ENEMY_IN,magmaargh,,Wii,2010,7.51
mario party: star rush,ENEMY_IN,magmaargh,,3DS,2016,0.3
super mario 3d land,ENEMY_IN,magmaargh,,3DS,2011,10.81
super mario party jamboree,ENEMY_IN,magmaargh,,Switch,2024,
super mario sunshine,ENEMY_IN,manta,,GC,2002,6.31
mario kart tour,ENEMY_IN,manta,,Mobile,2019,
super mario galaxy,ENEMY_IN,manta,,Wii,2007,11.35
new super mario bros. wii,ENEMY_IN,manta,,Wii,2009,28.32
super mario world,ENEMY_IN,magikoopa,,SNES,1990,26.07
super mario world,ENEMY_IN,magikoopa,,Arcade,1993,26.07
paper mario,ENEMY_IN,magikoopa,,N64,2000,1.38
super mario world 2: yoshi's island,ENEMY_IN,magikoopa,,SNES,1995,7.03
mario & luigi: partners in time,ENEMY_IN,magikoopa,,DS,2005,1.29
paper mario: the thousand-year door,ENEMY_IN,magikoopa,,GC,2004,2.25
paper mario: the thousand-year door,ENEMY_IN,magikoopa,,Switch,2024,2.25
super mario advance 4: super mario bros. 3,ENEMY_IN,magikoopa,,GBA,2003,
super paper mario,ENEMY_IN,magikoopa,,Wii,2007,3.71
super mario galaxy,ENEMY_IN,magikoopa,,Wii,2007,11.35
mario & luigi: dream team,ENEMY_IN,magikoopa,,3DS,2013,2.08
paper mario: sticker star,ENEMY_IN,magikoopa,,3DS,2012,2.3
super mario galaxy 2,ENEMY_IN,magikoopa,,Wii,2010,7.51
mario & luigi: brothership,ENEMY_IN,magikoopa,,Switch,2024,
super mario 3d land,ENEMY_IN,magikoopa,,3DS,2011,10.81
mario kart wii,ENEMY_IN,maw-ray,,Wii,2008,35.52
new super mario bros.,ENEMY_IN,maw-ray,,DS,2006,29.8
mario kart 7,ENEMY_IN,maw-ray,,3DS,2011,12.66
super mario odyssey,ENEMY_IN,maw-ray,,Switch,2017,
mario kart arcade gp dx,ENEMY_IN,maw-ray,,Arcade,2013,
mario kart tour,ENEMY_IN,maw-ray,,Mobile,2019,
mario kart tour,ENEMY_IN,mecha cheep,,Mobile,2019,
new super mario bros.,ENEMY_IN,mega dry bones,,DS,2006,29.8
mario party: island tour,ENEMY_IN,mega dry bones,,3DS,2013,1.92
new super mario bros. wii,ENEMY_IN,mega dry bones,,Wii,2009,28.32
mario party: star rush,ENEMY_IN,mega dry bones,,3DS,2016,0.3
new super mario bros. 2,ENEMY_IN,mega dry bones,,3DS,2012,9.9
super mario world,ENEMY_IN,mechakoopa,,SNES,1990,26.07
super mario world,ENEMY_IN,mechakoopa,,Arcade,1993,26.07
mario kart: super circuit,ENEMY_IN,mechakoopa,,GBA,2001,5.47
mario party 5,ENEMY_IN,mechakoopa,,GC,2003,2.08
mario & luigi: superstar saga,ENEMY_IN,mechakoopa,,GBA,2003,2.17
super mario galaxy,ENEMY_IN,mechakoopa,,Wii,2007,11.35
mario party advance,ENEMY_IN,mechakoopa,,GBA,2005,0.98
mario & luigi: dream team,ENEMY_IN,mechakoopa,,3DS,2013,2.08
new super mario bros. wii,ENEMY_IN,mechakoopa,,Wii,2009,28.32
mario party 7,ENEMY_IN,mechakoopa,,GC,2005,1.57
mario & luigi: paper jam,ENEMY_IN,mechakoopa,,3DS,2015,0.76
super mario galaxy 2,ENEMY_IN,mechakoopa,,Wii,2010,7.51
mario party 9,ENEMY_IN,mechakoopa,,Wii,2012,3.13
mario & luigi: superstar saga + bowser's minions,ENEMY_IN,mechakoopa,,3DS,2017,
mario party 10,ENEMY_IN,mechakoopa,,WiiU,2015,1.58
mario & luigi: bowser's inside story + bowser jr.'s journey,ENEMY_IN,mechakoopa,,3DS,2018,
super mario maker 2,ENEMY_IN,mechakoopa,,Switch,2019,
super mario party,ENEMY_IN,mechakoopa,,Switch,2018,
super mario bros. wonder,ENEMY_IN,mechakoopa,,Switch,2023,
super mario party jamboree,ENEMY_IN,mechakoopa,,Switch,2024,
mario & luigi: dream team,ENEMY_IN,mega bob-omb,,3DS,2013,2.08
super mario maker 2,ENEMY_IN,mega bob-omb,,Switch,2019,
mario & luigi: paper jam,ENEMY_IN,mega bob-omb,,3DS,2015,0.76
super mario maker 2,ENEMY_IN,mega rocky wrench,,Switch,2019,
super mario world,ENEMY_IN,mega mole,,SNES,1990,26.07
super mario world,ENEMY_IN,mega mole,,Arcade,1993,26.07
super mario world: super mario advance 2,ENEMY_IN,mega mole,,GBA,2001,
new super mario bros.,ENEMY_IN,mega wiggler,,DS,2006,29.8
new super mario bros. wii,ENEMY_IN,mega wiggler,,Wii,2009,28.32
super mario galaxy 2,ENEMY_IN,mega wiggler,,Wii,2010,7.51
super mario maker 2,ENEMY_IN,mega wiggler,,Switch,2019,
super mario galaxy,ENEMY_IN,meteor,,Wii,2007,11.35
super mario galaxy 2,ENEMY_IN,meteor,,Wii,2010,7.51
mario party 3,ENEMY_IN,mr. blizzard,,N64,2000,1.91
mario party 4,ENEMY_IN,mr. blizzard,,GC,2002,2.47
mario party 5,ENEMY_IN,mr. blizzard,,GC,2003,2.08
mario party 6,ENEMY_IN,mr. blizzard,,GC,2004,1.65
mario party advance,ENEMY_IN,mr. blizzard,,GBA,2005,0.98
mario party 7,ENEMY_IN,mr. blizzard,,GC,2005,1.57
mario party 8,ENEMY_IN,mr. blizzard,,Wii,2007,8.27
mario party 9,ENEMY_IN,mr. blizzard,,Wii,2012,3.13
mario party: island tour,ENEMY_IN,mr. blizzard,,3DS,2013,1.92
mario party: the top 100,ENEMY_IN,mr. blizzard,,3DS,2017,
luigi's mansion: dark moon,ENEMY_IN,mummy,,3DS,2013,4.59
luigi's mansion 3,ENEMY_IN,mummy,,Switch,2019,
mario party 2,ENEMY_IN,mr. i,,N64,1999,2.5
mario party 3,ENEMY_IN,mr. i,,N64,2000,1.91
mario party 5,ENEMY_IN,mr. i,,GC,2003,2.08
mario party advance,ENEMY_IN,mr. i,,GBA,2005,0.98
mario party 8,ENEMY_IN,mr. i,,Wii,2007,8.27
mario party superstars,ENEMY_IN,mr. i,,Switch,2021,
super mario bros. 3,ENEMY_IN,muncher,,NES,1988,22.48
super mario bros. 3,ENEMY_IN,muncher,,Game & Watch,1990,22.48
super smash bros. brawl,ENEMY_IN,muncher,,Wii,2008,12.84
super mario world,ENEMY_IN,muncher,,SNES,1990,26.07
super mario world,ENEMY_IN,muncher,,Arcade,1993,26.07
super smash bros. ultimate,ENEMY_IN,muncher,,Switch,2018,
new super mario bros. wii,ENEMY_IN,muncher,,Wii,2009,28.32
super mario run,ENEMY_IN,muncher,,Mobile,2016,
super mario run,ENEMY_IN,muncher,,Mobile,2017,
super mario bros. wonder,ENEMY_IN,muncher,,Switch,2023,
super mario world,ENEMY_IN,monty mole,,SNES,1990,26.07
super mario world,ENEMY_IN,monty mole,,Arcade,1993,26.07
super mario kart,ENEMY_IN,monty mole,,SNES,1992,8.76
mario party 3,ENEMY_IN,monty mole,,N64,2000,1.91
mario & luigi: partners in time,ENEMY_IN,monty mole,,DS,2005,1.29
paper mario,ENEMY_IN,monty mole,,N64,2000,1.38
mario power tennis,ENEMY_IN,monty mole,,GC,2004,1.22
mario kart 64,ENEMY_IN,monty mole,,N64,1996,9.87
mario party 5,ENEMY_IN,monty mole,,GC,2003,2.08
paper mario: the origami king,ENEMY_IN,monty mole,,Switch,2020,
mario tennis aces,ENEMY_IN,monty mole,,Switch,2018,
mario kart ds,ENEMY_IN,monty mole,,DS,2005,23.21
mario party 6,ENEMY_IN,monty mole,,GC,2004,1.65
mario & luigi: dream team,ENEMY_IN,monty mole,,3DS,2013,2.08
super mario sunshine,ENEMY_IN,monty mole,,GC,2002,6.31
mario kart wii,ENEMY_IN,monty mole,,Wii,2008,35.52
mario party advance,ENEMY_IN,monty mole,,GBA,2005,0.98
mario & luigi: paper jam,ENEMY_IN,monty mole,,3DS,2015,0.76
new super mario bros.,ENEMY_IN,monty mole,,DS,2006,29.8
